PRINT LIST,Rev. Statues,"T 
PURPOSE",UNIT,Doc.Type,"WORK 
CAT.",SUBJ,Document No.,Document Title,Rev.,"Doc.
Purpose",TN No.,TN Date,Statues,Remarks,New Rev On TPLANET,Site Manager,PREV,QA-QC,Material Control,Survey,Admin,Scaffold,Piping E. (13),Piping F. (13),"Underg.
 (14)","South
CON.
Manager",Civil N&S (17),PRE CAST UG ,"Elec. & Instro.
 (15 & 16)","SST
 (18)","Insulation
 (22)","Painting
(23)",Tanks ,"Flare
Manager","Mec. Erction
 (68)"
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-024-02,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A05-04 FROM EL.
111800 TO 119200",0,IFC1,T-TP-PTJ-00758,6/1/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-024-03,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A05-04 FROM EL.119200
TO UPPER",0,IFC1,T-TP-PTJ-00758,6/1/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-025-01,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A05-05 FROM EL.
109000 TO 113500",0,IFC1,T-TP-PTJ-00742,4/14/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-026-01,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A05-06 FROM EL.
109000 TO 113500",0,IFC1,T-TP-PTJ-00742,4/14/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-027-01,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A05-07 FROM EL.
109000 TO 113500",0,IFC1,T-TP-PTJ-00742,4/14/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-028-01,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A06-01 FROM EL.
109000 TO 113800",0,IFC1,T-TP-PTJ-00758,6/1/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-028-02,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A06-01 FROM EL.
113800 TO 117200",0,IFC1,T-TP-PTJ-00758,6/1/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-028-03,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A06-01 FROM EL.
117200 TO 119500",0,IFC1,T-TP-PTJ-00758,6/1/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-029-01,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A06-02 FROM EL.
109000 TO 113000",0,IFC1,T-TP-PTJ-00758,6/1/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-029-02,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A06-02 FROM EL.
113000 TO 115500",0,IFC1,T-TP-PTJ-00758,6/1/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-029-03,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A06-02 FROM EL.
115500 TO 119400",0,IFC1,T-TP-PTJ-00758,6/1/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-029-04,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A06-02 FROM EL.
119400 TO UPPER",0,IFC1,T-TP-PTJ-00758,6/1/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-030-01,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A06-03 FROM EL.
109000 TO 113000",0,IFC1,T-TP-PTJ-00758,6/1/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-030-02,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A06-03 FROM EL.
113000 TO 115500",0,IFC1,T-TP-PTJ-00758,6/1/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-030-03,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A06-03 FROM EL.
115500 TO 119400",0,IFC1,T-TP-PTJ-00758,6/1/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-030-04,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A06-03 FROM EL.
119400 TO UPPER",0,IFC1,T-TP-PTJ-00758,6/1/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-031-01,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A06-04 FROM EL.
109000 TO 113000",0,IFC1,T-TP-PTJ-00758,6/1/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-031-02,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A06-04 FROM EL.
113000 TO 115500",0,IFC1,T-TP-PTJ-00758,6/1/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-031-03,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A06-04 FROM EL.
115500 TO 119400",0,IFC1,T-TP-PTJ-00758,6/1/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-031-04,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A06-04 FROM EL.
119400 TO UPPER",0,IFC1,T-TP-PTJ-00758,6/1/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-032-01,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A06-05 FROM EL.
109000 TO 113500",0,IFC1,T-TP-PTJ-00742,4/14/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-033-01,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A06-06 FROM EL.
109000 TO 113500",0,IFC1,T-TP-PTJ-00742,4/14/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-034-01,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A06-07 FROM EL.
109000 TO 113500",0,IFC1,T-TP-PTJ-00742,4/14/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-035-01,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A06-08 FROM EL.
109000 TO 113500",0,IFC1,T-TP-PTJ-00742,4/14/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-036-01,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A07-01 FROM EL.
109000 TO 111200",0,IFC1,T-TP-PTJ-00763,6/16/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-036-02,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A07-01 FROM EL.
111200 TO 118400",0,IFC1,T-TP-PTJ-00763,6/16/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-036-03,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A07-01 FROM EL.
118400 TO UPPER",0,IFC1,T-TP-PTJ-00763,6/16/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-037-01,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A07-02 FROM EL.
109000 TO 113320",0,IFC1,T-TP-PTJ-00763,6/16/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-037-02,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A07-02 FROM EL.
113320 TO 116800",0,IFC1,T-TP-PTJ-00763,6/16/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-037-03,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A07-02 FROM EL.
116800 TO 120200",0,IFC1,T-TP-PTJ-00763,6/16/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-037-04,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A07-02 FROM EL.
120200 TO 128700",0,IFC1,T-TP-PTJ-00763,6/16/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-037-05,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A07-02 FROM EL.
128700 TO UPPER",0,IFC1,T-TP-PTJ-00763,6/16/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-038-01,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A07-03 FROM EL.
109000 TO 111300",0,IFC1,T-TP-PTJ-00763,6/16/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-038-02,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A07-03 FROM EL.
111300 TO 113900",0,IFC1,T-TP-PTJ-00763,6/16/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-038-03,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A07-03 FROM EL.
113900 TO 116000",0,IFC1,T-TP-PTJ-00763,6/16/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-038-04,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A07-03 FROM EL.
116000 TO 118900",0,IFC1,T-TP-PTJ-00763,6/16/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-038-05,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A07-03 FROM EL.
118900 TO 122800",0,IFC1,T-TP-PTJ-00763,6/16/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-038-06,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A07-03 FROM EL.
122800 TO UPPER",0,IFC1,T-TP-PTJ-00763,6/16/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-039-01,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A07-04 FROM EL.
109000 TO 111400",0,IFC1,T-TP-PTJ-00763,6/16/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-039-02,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A07-04 FROM EL.
111400 TO 113400",0,IFC1,T-TP-PTJ-00763,6/16/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-039-03,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A07-04 FROM EL.
113400 TO 115200",0,IFC1,T-TP-PTJ-00763,6/16/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-039-04,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A07-04 FROM EL.
115200 TO 117800",0,IFC1,T-TP-PTJ-00763,6/16/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-039-05,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A07-04 FROM EL.
117800 TO 121200",0,IFC1,T-TP-PTJ-00763,6/16/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-039-06,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A07-04 FROM EL.
121200 TO UPPER",0,IFC1,T-TP-PTJ-00763,6/16/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-040-01,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A08-01 FROM EL.
109000 TO UPPER",0,IFC1,T-TP-PTJ-00758,6/1/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-041-01,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A08-01 FROM EL.
109000 TO 114700",0,IFC1,T-TP-PTJ-00758,6/1/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-041-02,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A08-01 FROM EL.
114700 TO 119900",0,IFC1,T-TP-PTJ-00758,6/1/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-041-03,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A08-01 FROM EL.
119900 TO 125700",0,IFC1,T-TP-PTJ-00758,6/1/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-041-04,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A08-01 FROM EL.
125700 TO 130300",0,IFC1,T-TP-PTJ-00758,6/1/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-042-01,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A08-03 FROM EL.
109000 TO 115600",0,IFC1,T-TP-PTJ-00758,6/1/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-042-02,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A08-03 FROM EL.
115600 TO 119600",0,IFC1,T-TP-PTJ-00758,6/1/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-042-03,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A08-03 FROM EL.
119600 TO 124200",0,IFC1,T-TP-PTJ-00758,6/1/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-042-04,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A08-03 FROM EL.
124200 TO 132100",0,IFC1,T-TP-PTJ-00758,6/1/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-042-05,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A08-03 FROM EL.
132100 TO 141300",0,IFC1,T-TP-PTJ-00758,6/1/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-042-06,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A08-03 FROM EL.
141300 TO UPPER",0,IFC1,T-TP-PTJ-00758,6/1/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-043-01,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A08-04 FROM EL.
109000 TO 114800",0,IFC1,T-TP-PTJ-00758,6/1/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-043-02,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A08-04 FROM EL.
114800 TO UPPER",0,IFC1,T-TP-PTJ-00758,6/1/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-044-01,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A08-05 FROM EL.
109000 TO UPPER",0,IFC1,T-TP-PTJ-00758,6/1/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-045-01,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A08-06 FROM EL.
109000 TO UPPER",0,IFC1,T-TP-PTJ-00758,6/1/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-046-01,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A08-07 FROM EL.
109000 TO UPPER",0,IFC1,T-TP-PTJ-00758,6/1/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-047-01,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A08-08 FROM EL.
109000 TO UPPER",0,IFC1,T-TP-PTJ-00758,6/1/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-048-01,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A09-01 FROM EL.
109000 TO 113000",0,IFC1,T-TP-PTJ-00758,6/1/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-048-02,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A09-01 FROM EL.
109000 TO UPPER",0,IFC1,T-TP-PTJ-00758,6/1/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-048-03,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A09-01 FROM EL.
113000 TO 117900",0,IFC1,T-TP-PTJ-00758,6/1/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-048-04,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A09-01 FROM EL.
117900 TO 121300",0,IFC1,T-TP-PTJ-00758,6/1/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-048-05,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A09-01 FROM EL.
121300 TO UPPER",0,IFC1,T-TP-PTJ-00758,6/1/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-049-01,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A09-02 FROM EL.
109000 TO 111800",0,IFC1,T-TP-PTJ-00763,6/16/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-049-02,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A09-02 FROM EL.
109000 TO UPPER",0,IFC1,T-TP-PTJ-00763,6/16/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-049-03,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A09-02 FROM EL.
111800 TO 115100",0,IFC1,T-TP-PTJ-00763,6/16/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-049-04,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A09-02 FROM EL.
115100 TO 116500",0,IFC1,T-TP-PTJ-00763,6/16/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-049-05,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A09-02 FROM EL.
116500 TO 117500",0,IFC1,T-TP-PTJ-00763,6/16/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-049-06,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A09-02 FROM EL.
117500 TO 121300",0,IFC1,T-TP-PTJ-00763,6/16/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-049-07,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A09-02 FROM EL.
121300 TO 129700",0,IFC1,T-TP-PTJ-00763,6/16/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-049-08,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A09-02 FROM EL.
129700 TO 135400",0,IFC1,T-TP-PTJ-00763,6/16/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-049-09,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A09-02 FROM EL.
135400 TO UPPER",0,IFC1,T-TP-PTJ-00763,6/16/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-050-01,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A09-03 FROM EL.
109000 TO 111600",0,IFC1,T-TP-PTJ-00758,6/1/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-050-02,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A09-03 FROM EL.
111600 TO 117600",0,IFC1,T-TP-PTJ-00758,6/1/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-050-03,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A09-03 FROM EL.
117600 TO UPPER",0,IFC1,T-TP-PTJ-00758,6/1/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-051-01,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A09-04 FROM EL.
109000 TO 111600",0,IFC1,T-TP-PTJ-00758,6/1/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-051-02,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A09-04 FROM EL.
111600 TO 117600",0,IFC1,T-TP-PTJ-00758,6/1/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-051-03,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - AROUND EQUIPMENT -
AREA 1B03A09-04 FROM EL.
117600 TO UPPER",0,IFC1,T-TP-PTJ-00758,6/1/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-052-01,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - PIPE RACK - AREA
1B03C01-01 FROM EL. 122500 TO
UPPER",0,IFC1,T-TP-PTJ-00733,3/24/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
384,L,CONS,1B03,DW,13,32,079254C-1B03-DW-1332-053-01,"GENERAL ARRANGEMENT DRAWING -
UNIT 1B03 - PIPE RACK - AREA
1B03C01-02 FROM EL. 123400 TO
UPPER",0,IFC,T-TP-PTJ-00733,3/24/2023,Final,,,,,,,,,,√,,,,,,,,,,,,
