index,category,Document No.,Document Title
2208,DW,079254C-1G37-DW-1745-006-01,"UNIT 1G37 - FOUNDATION
FOR MISCELLANEOUS SUPPORTS 37-
IS-001 - BATCH 3"
2209,DW,079254C-1G37-DW-1845-001-01,"UNIT 1G37 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 37-
IS-001 - BATCH 1"
2210,DW,079254C-1G37-DW-1845-002-01,"UNIT 1G37 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 37-
IS-001 - BATCH 2"
2211,DW,079254C-1G37-DW-1845-006-01,"UNIT 1G37 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 37-
IS-001 - BATCH 3"
2212,NM,079254C-1G37-NM-9001-001,"SYSTEM COMPONENT LIST - 09-
1G37-F-000-02 - DELUGE SYSTEMS"
2213,NM,079254C-1G37-NM-9001-002,"SYSTEM COMPONENT LIST - 09-
1G37-P-000-01 - BOILER A AND
BLOWDOWN"
2214,NM,079254C-1G37-NM-9001-003,"SYSTEM COMPONENT LIST - 09-
1G37-P-000-02 - BOILER B"
2215,NM,079254C-1G37-NM-9001-004,"SYSTEM COMPONENT LIST - 09-
1G37-P-000-03 - BOILER C"
2216,NM,079254C-1G37-NM-9001-005,"SYSTEM COMPONENT LIST - 09-
1G37-P-000-04 - CHEMICALS"
2217,NM,079254C-1G37-NM-9001-006,"SYSTEM COMPONENT LIST - 09-
1G37-P-000-05 - BOILER A -
LUBE OIL"
2218,NM,079254C-1G37-NM-9001-007,"SYSTEM COMPONENT LIST - 09-
1G37-P-000-06 - BOILER B -
LUBE OIL"
2219,NM,079254C-1G37-NM-9001-008,"SYSTEM COMPONENT LIST - 09-
1G37-P-000-07 - BOILER C -
LUBE OIL"
2220,TSI,079254C-1G37-TSI-PTJ-13-00001,TECHNICAL SITE INSTRUCTION FOR SPOOL LENGHT MODIFICATION
2221,TSI,079254C-1G37-TSI-PTJ-13-00004,"TECHNICAL SITE INSTRUCTION -
SUPPORT REVISION ""SPâ€¢-013_GUIDE
AND SPâ€¢-014_GUIDE"""
2222,TSI,079254C-1G37-TSI-PTJ-13-00005,"TECHNICAL SITE INSTRUCTION -
ADD PIPING SUPPORT"
2223,TSI,079254C-1G37-TSI-PTJ-13-00006,"TECHNICAL SITE INSTRUCTION -
REMOVE SUPPORT SP 102 33_V AND
INSERT SPECIAL SUPPORT Sâ€¢-1G37â€¢-
003"
2224,TSI,079254C-1G37-TSI-PTJ-13-00006,"TECHNICAL SITE INSTRUCTION -
REMOVE SUPPORT SP 102 33_V AND
INSERT SPECIAL SUPPORT Sâ€¢-1G37â€¢-
003"
2225,TSI,079254C-1G37-TSI-PTJ-13-00007,"TECHNICAL SITE INSTRUCTION -
NEW SUPPORTS FOR LINE 1""-
ATMâ€¢]1G37005002 AND LINE 1""â€¢-
ATM-1G37005027"
2226,TSI,079254C-1G37-TSI-PTJ-13-00012,"TSI - MODIFY SUPPORTS FOR LINE 4""-HPS-1G37007301 DUE TO BENDING AFTER WELDING"
2227,TSI,079254C-1G37-TSI-PTJ-13-00013,"TSI - NEW FIXED POINT FOR LINE 18""â€¢-MPSâ€¢-1G37010015"
2228,TSI,079254C-1G37-TSI-PTJ-13-00014,TSI - UPDATE THE SUPPORT FOR CONDITION SITE
2229,TSI,079254C-1G37-TSI-PTJ-13-00016,TECHNICAL SITE INSTRUCTION -ADDITIONAL SUPPORT FOR SITE CONDITION
2230,TSI,079254C-1G37-TSI-PTJ-17-00008,"TECHNICAL SITE INSTRUCTIONRELOCATING NOS. 2 ANCHOR BOLT'S POCKETS AND MODIFY SIZE
OF FD FAN FOUNDATION."
2231,PID,079254C-1G37-PID-0031-691-01,"PIPING & INSTRUMENT DIAGRAM -
BFW & STEAM GENERATION UNIT
(SGU) - CONDENSATE POT DETAIL"
2232,PID,079254C-1G37-PID-0031-691-01,"PIPING & INSTRUMENT DIAGRAM -
BFW & STEAM GENERATION UNIT
(SGU) - CONDENSATE POT DETAIL"
2233,PID,079254C-1G37-PID-0031-691-01,"PIPING & INSTRUMENT DIAGRAM -
BFW & STEAM GENERATION UNIT
(SGU) - CONDENSATE POT DETAIL"
2234,DW,079254C-1G38-DW-1360-000,"PIPING SPECIAL SUPPORTS
COLLECTION - UNIT 1G38"
2235,TSI,079254C-1G38-TSI-PTJ-13-00002,TECHNICAL SITE INSTRUCTION - UPDATE LOCATION FOR SUPPORT
2236,TSI,079254C-1G38-TSI-PTJ-13-00003,TECHNICAL SITE INSTRUCTION - UPDATE ROUTING AND SUPPORTS TO PREVENT CONFLICTS
2237,NM,079254C-1G38-NM-9001-001," SYSTEM COMPONENT LIST - 09-
1G38-P-000-01 - CONDENSATE
COLLECTION WEST SIDE"
2238,NM,079254C-1G38-NM-9001-002," SYSTEM COMPONENT LIST - 09-
1G38-P-000-02 - CONDENSATE
COLLECTION EAST SIDE"
2239,NM,079254C-1G38-NM-9001-003,"SYSTEM COMPONENT LIST - 09-
1G38-J-000-01 - MULTICORE
CABLES, JUNCTION BOXES AND
CABLE TRAYS"
2240,NM,079254C-1G38-NM-9001-004,"SYSTEM COMPONENT LIST - 09-
1G38-E-000-02 - EARTHING AND
LIGHTNING"
2241,DW,079254C-1G41-DW-1360-001-1,SPECIAL SUPPORT S-1G41_001
2242,DW,079254C-1G41-DW-1360-002-1,SPECIAL SUPPORT S-1G41_002
2243,DW,079254C-1G41-DW-1360-003-1,SPECIAL SUPPORT S-1G41_003
2244,DW,079254C-1G41-DW-1745-004-01,"UNIT 1G41 - FOUNDATION FOR
MISCELLANEOUS SUPPORTS 41-IS-
001-BATCH 2 PLAN & SECTIONS"
2245,DW,079254C-1G41-DW-1745-004-01,"UNIT 1G41 - FOUNDATION FOR
MISCELLANEOUS SUPPORTS 41-IS-
001-BATCH 2 PLAN & SECTIONS"
2246,DW,079254C-1G41-DW-1745-004-01,"UNIT 1G41 - FOUNDATION FOR
MISCELLANEOUS SUPPORTS 41-IS-
001-BATCH 2 PLAN & SECTIONS"
2247,DW,079254C-1G41-DW-1745-004-02,"UNIT 1G41 - FOUNDATION FOR
MISCELLANEOUS SUPPORTS 41-IS-
001-BATCH 2 PLAN & SECTIONS"
2248,DW,079254C-1G41-DW-1745-004-02,"UNIT 1G41 - FOUNDATION FOR
MISCELLANEOUS SUPPORTS 41-IS-
001-BATCH 2 PLAN & SECTIONS"
2249,DW,079254C-1G41-DW-1845-003-01,"UNIT 1G41 - STEEL STRUCTURES
FOR MISCELLANEOUS SUPPORTS 41-
IS-001 - BATCH 1"
2250,DW,079254C-1G41-DW-1845-004-01,"UNIT 1G41 - STEEL STRUCTURES
FOR MISCELLANEOUS SUPPORTS 41-
IS-001 - BATCH 2"
2251,NM,079254C-1G41-NM-9001-001,"SYSTEM COMPONENT LIST - 08-
1G41-P-000-01 - INSTRUMENT AIR
- MOTOR DRIVEN COMPRESSOR"
2252,NM,079254C-1G41-NM-9001-002,"SYSTEM COMPONENT LIST - 08-
1G41-P-000-02 - INSTRUMENT AIR
- TURBINE DRIVEN COMPRESSORS"
2253,NM,079254C-1G41-NM-9001-003,"SYSTEM COMPONENT LIST - 08-
1G41-P-000-03 - INSTRUMENT AIR
- TURBINE DRIVEN COMPRESSOR B"
2254,NM,079254C-1G41-NM-9001-004,"SYSTEM COMPONENT LIST - 08-
1G41-P-000-04 - MOTOR DRIVEN
COMPRESSOR - LUBE OIL"
2255,NM,079254C-1G41-NM-9001-005,"SYSTEM COMPONENT LIST - 08-
1G41-P-000-05 - TURBINE DRIVEN
COMPRESSOR A - LUBE OIL"
2256,NM,079254C-1G41-NM-9001-006,"SYSTEM COMPONENT LIST - 08-
1G41-P-000-06 - TURBINE DRIVEN
COMPRESSOR B - LUBE OIL"
2257,NM,079254C-1G41-NM-9001-007,"SYSTEM COMPONENT LIST - 08-
1G41-P-000-07 - BACK-UP AIR
COMPRESSOR - LUBE OIL"
2258,MTO,079254C-1G41-MTO-1745-004,"MATERIAL TAKE-OFF FOR
FOUNDATION FOR MISCELLANEOUS
SUPPORTS 41-IS-001"
2259,MTO,079254C-1G41-MTO-1745-004,"MATERIAL TAKE-OFF FOR
FOUNDATION FOR MISCELLANEOUS
SUPPORTS 41-IS-001"
2260,PID,079254C-1G41-PID-0031-691-01,PIPING & INSTRUMENT DIAGRAM -INSTRUMENT AND PLANT AIR (IPAU) - CONDENSATE POT DETAILS
2261,PID,079254C-1G41-PID-0031-691-01,PIPING & INSTRUMENT DIAGRAM -INSTRUMENT AND PLANT AIR (IPAU) - CONDENSATE POT DETAILS
2262,PID,079254C-1G41-PID-0031-691-01,PIPING & INSTRUMENT DIAGRAM -INSTRUMENT AND PLANT AIR (IPAU) - CONDENSATE POT DETAILS
2263,TSI,079254C-1G41-TSI-PTJ-13-00003,TECHNICAL SITE INSTRUCTION - SUPPORTS FOR LINES PSV ON TOP 41â€¢-Vâ€¢-001 / 41-Vâ€¢-002 / 41â€¢-Vâ€¢-003
2264,TSI,079254C-1G41-TSI-PTJ-13-00004,TECHNICAL SITE INSTRUCTION - INSERT SUPPORT FOR PSV 0303 ON TOP 41â€¢-V-001
2265,TSI,079254C-1G41-TSI-PTJ-13-00005,TECHNICAL SITE INSTRUCTION - REMOVABLE SUPPORT FOR 41-Kâ€¢-001A / B / C
2266,TSI,079254C-1G41-TSI-PTJ-13-00007,TECHNICAL SITE INSTRUCTION - ADDITION OF SUPPORTS
2267,TSI,079254C-1G41-TSI-PTJ-17-00004,"TECHNICAL SITE INSTRUCTION -
ISOLATED SUPPORT 41-IS-114
CORRECTION OF MISMATCH IN
DIMENSIONS AND ELEVATIONS
SHOWN IN FOR"
2268,DW,079254C-1G43-DW-1745-001-01,"UNIT 1G43 - FOUNDATION FOR
MISCELLANEOUS SUPPORTS 43-IS-
001-BATCH 1 - PLAN & SECTIONS"
2269,DW,079254C-1G43-DW-1745-001-01,"UNIT 1G43 - FOUNDATION FOR
MISCELLANEOUS SUPPORTS 43-IS-
001-BATCH 1 - PLAN & SECTIONS"
2270,DW,079254C-1G43-DW-1845-001-01,"UNIT 1G43 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 43-
IS-001 - BATCH 1"
2271,NM,079254C-1G43-NM-9001-001,"SYSTEM COMPONENT LIST - 09-
1G43-U-000-41 - 50% CAUSTIC
SODA STORAGE AND DISTRIBUTION"
2272,NM,079254C-1G43-NM-9001-002,"SYSTEM COMPONENT LIST - 09-
1G43-U-000-22 - 10% CAUSTIC
SODA STORAGE AND DISTRIBUTION"
2273,MTO,079254C-1G43-MTO-1745-001,"MATERIAL TAKE-OFF FOR
FOUNDATION FOR MISCELLANEOUS
SUPPORTS 43-IS-001"
2274,MTO,079254C-1G43-MTO-1745-001,"MATERIAL TAKE-OFF FOR
FOUNDATION FOR MISCELLANEOUS
SUPPORTS 43-IS-001"
2275,MTO,079254C-1M00-MTO-1745-006,"UNIT 1M00 - REFINERY
INTERCONNECTING - MATERIAL
TAKE-OFF FOR FOUNDATION FOR
ISOLATED SUPPORT 00-IS-200"
2276,MTO,079254C-1M00-MTO-1745-006,"UNIT 1M00 - REFINERY
INTERCONNECTING - MATERIAL
TAKE-OFF FOR FOUNDATION FOR
ISOLATED SUPPORT 00-IS-200"
2277,TSI,079254C-1G43-TSI-PTJ-13-00002,TECHNICAL SITE INSTRUCTION - REVISED SUPPORT FOR SITE CONDITION
2278,TSI,079254C-1G43-TSI-PTJ-17-00002,"TECHNICAL SITE INSTRUCTION -
ADDING PEDESTAL FOR PIPING
SUPPORT IN FOUNDATION TYPE 2
OF 43-PR-200"
2279,DW,079254C-1G45-DW-1745-001-01,"UNIT 1G45 - FOUNDATION FOR
MISCELLANEOUS SUPPORTS 45-IS-
001-BATCH 1 PLAN & SECTIONS"
2280,DW,079254C-1G45-DW-1745-001-01,"UNIT 1G45 - FOUNDATION FOR
MISCELLANEOUS SUPPORTS 45-IS-
001-BATCH 1 PLAN & SECTIONS"
2281,DW,079254C-1G45-DW-1845-001-01,"UNIT 1G45 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 45-
IS-001 - BATCH 1"
2282,DW,079254C-1G45-DW-1845-001-01,"UNIT 1G45 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 45-
IS-001 - BATCH 1"
2283,MTO,079254C-1G45-MTO-1745-001,"MATERIAL TAKE-OFF FOR
FOUNDATION FOR MISCELLANEOUS
SUPPORTS 45-IS-001"
2284,MTO,079254C-1G45-MTO-1745-001,"MATERIAL TAKE-OFF FOR
FOUNDATION FOR MISCELLANEOUS
SUPPORTS 45-IS-001"
2285,TSI,079254C-1G45-TSI-PTJ-13-00002,TECHNICAL SITE INSTRUCTION - MODIFICATION POSITION AND TYPE SUPPORT
2286,TSI,079254C-1G45-TSI-PTJ-13-00003,"TECHNICAL SITE INSTRUCTION -
INSERT SPECIAL SUPPORT ""S-
1G45-001"" AND STD. SUPPORT
SB01 ON LINE 16""-NTG-
1G45002004"
2287,TSI,079254C-1G45-TSI-PTJ-18-00001,"TECHNICAL SITE INSTRUCTION -
45-IS-001 - SITE MODIFICATION
OF 6 NOS. ISOLATED SUPPORTS
(IS)"
2288,DW,079254C-1G71-DW-1522-003,INSTRUMENT POWER SUPPLY DISTRIBUTION - LCB-1G-01
2289,DW,079254C-1G71-DW-1522-003,INSTRUMENT POWER SUPPLY DISTRIBUTION - LCB-1G-01
2290,NM,079254C-1G71-NM-9002-002,"SYSTEM COMPONENT LIST - 01-
1G71-I-LCB-01 - DCS SYSTEM"
2291,NM,079254C-1G71-NM-9002-003,"SYSTEM COMPONENT LIST - 01-
1G71-I-LCB-02 - ESD SYSTEM"
2292,NM,079254C-1G71-NM-9002-004,"SYSTEM COMPONENT LIST - 01-
1G71-I-LCB-03 - FIRE AND GAS
SYSTEM"
2293,NM,079254C-1G71-NM-9002-005,"SYSTEM COMPONENT LIST - 01-
1G71-I-LCB-04 - MACHINE
MONITORING SYSTEM (MMS)"
2294,NM,079254C-1G71-NM-9002-006,"SYSTEM COMPONENT LIST - 01-
1G71-I-LCB-06 - TELECOM SYSTEM"
2295,DW,079254C-1M00-DW-1360-000,"PIPING SPECIAL SUPPORTS
COLLECTION - UNIT 1M00"
2296,DW,079254C-1M00-DW-1622-002-01,"MAIN CABLE ROUTING AND POWER
SYSTEM - INSTALLATION LAYOUT
AREA 1M00"
2297,DW,079254C-1M00-DW-1622-002-01,"MAIN CABLE ROUTING AND POWER
SYSTEM - INSTALLATION LAYOUT
AREA 1M00"
2298,DW,079254C-1M00-DW-1622-002-02,"MAIN CABLE ROUTING AND POWER
SYSTEM - INSTALLATION LAYOUT
AREA 1M00"
2299,DW,079254C-1M00-DW-1622-002-02,"MAIN CABLE ROUTING AND POWER
SYSTEM - INSTALLATION LAYOUT
AREA 1M00"
2300,DW,079254C-1M00-DW-1622-002-03,"MAIN CABLE ROUTING AND POWER
SYSTEM - INSTALLATION LAYOUT
AREA 1M00"
2301,DW,079254C-1M00-DW-1622-002-03,"MAIN CABLE ROUTING AND POWER
SYSTEM - INSTALLATION LAYOUT
AREA 1M00"
2302,DW,079254C-1M00-DW-1622-002-03,"MAIN CABLE ROUTING AND POWER
SYSTEM - INSTALLATION LAYOUT
AREA 1M00"
2303,DW,079254C-1M00-DW-1622-002-04,"MAIN CABLE ROUTING AND POWER
SYSTEM - INSTALLATION LAYOUT
AREA 1M00"
2304,DW,079254C-1M00-DW-1622-002-04,"MAIN CABLE ROUTING AND POWER
SYSTEM - INSTALLATION LAYOUT
AREA 1M00"
2305,DW,079254C-1M00-DW-1622-002-04,"MAIN CABLE ROUTING AND POWER
SYSTEM - INSTALLATION LAYOUT
AREA 1M00"
2306,DW,079254C-1M00-DW-1622-002-05,"MAIN CABLE ROUTING AND POWER
SYSTEM - INSTALLATION LAYOUT
AREA 1M00"
2307,DW,079254C-1M00-DW-1622-002-05,"MAIN CABLE ROUTING AND POWER
SYSTEM - INSTALLATION LAYOUT
AREA 1M00"
2308,DW,079254C-1M00-DW-1622-002-05,"MAIN CABLE ROUTING AND POWER
SYSTEM - INSTALLATION LAYOUT
AREA 1M00"
2309,DW,079254C-1M00-DW-1622-002-06,"MAIN CABLE ROUTING AND POWER
SYSTEM - INSTALLATION LAYOUT
AREA 1M00"
2310,DW,079254C-1M00-DW-1622-002-06,"MAIN CABLE ROUTING AND POWER
SYSTEM - INSTALLATION LAYOUT
AREA 1M00"
2311,DW,079254C-1M00-DW-1622-002-07,"MAIN CABLE ROUTING AND POWER
SYSTEM - INSTALLATION LAYOUT
AREA 1M00"
2312,DW,079254C-1M00-DW-1622-002-07,"MAIN CABLE ROUTING AND POWER
SYSTEM - INSTALLATION LAYOUT
AREA 1M00"
2313,DW,079254C-1M00-DW-1745-005-01,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-100"
2314,DW,079254C-1M00-DW-1745-005-01,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-100"
2315,DW,079254C-1M00-DW-1745-005-01,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-100"
2316,DW,079254C-1M00-DW-1745-005-01,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-100"
2317,DW,079254C-1M00-DW-1745-005-02,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-100"
2318,DW,079254C-1M00-DW-1745-005-02,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-100"
2319,DW,079254C-1M00-DW-1745-005-02,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-100"
2320,DW,079254C-1M00-DW-1745-005-02,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-100"
2321,DW,079254C-1M00-DW-1745-005-03,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-100"
2322,DW,079254C-1M00-DW-1745-005-03,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-100"
2323,DW,079254C-1M00-DW-1745-005-03,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-100"
2324,DW,079254C-1M00-DW-1745-005-04,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-100"
2325,DW,079254C-1M00-DW-1745-005-04,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-100"
2326,DW,079254C-1M00-DW-1745-005-04,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-100"
2327,DW,079254C-1M00-DW-1745-005-04,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-100"
2328,DW,079254C-1M00-DW-1745-006-01,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-200"
2329,DW,079254C-1M00-DW-1745-006-01,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-200"
2330,DW,079254C-1M00-DW-1745-006-02,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-200"
2331,DW,079254C-1M00-DW-1745-006-02,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-200"
2332,DW,079254C-1M00-DW-1745-006-03,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-200"
2333,DW,079254C-1M00-DW-1745-006-03,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-200"
2334,DW,079254C-1M00-DW-1745-006-04,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-200"
2335,DW,079254C-1M00-DW-1745-006-04,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-200"
2336,DW,079254C-1M00-DW-1745-006-05,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-200"
2337,DW,079254C-1M00-DW-1745-006-05,"UNIT 1M00 - FOUNDATION FOR
ISOLATED SUPPORT 00-IS-200"
2338,DW,079254C-1M00-DW-1845-006-01,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - ISOMETRIC VIEW"
2339,DW,079254C-1M00-DW-1845-006-02,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - ISOMETRIC VIEW"
2340,DW,079254C-1M00-DW-1845-006-03,"UNIT 1M00 - STEEL ISOLATED
SUPPORT FOR 00-IS-200 - 00-IS-
200-01 A/B - PLANS, SECTION &
DETAIL"
2341,DW,079254C-1M00-DW-1845-006-04,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - 00-IS-200-02 A/B -
PLANS, SECTION & DETAIL"
2342,DW,079254C-1M00-DW-1845-006-05,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - 00-IS-200-03 A/B -
PLANS, SECTION & DETAIL"
2343,DW,079254C-1M00-DW-1845-006-06,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - 00-IS-200-04 -
PLANS, SECTION & DETAIL"
2344,DW,079254C-1M00-DW-1845-006-07,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - 00-IS-200-05 -
PLANS, SECTION & DETAIL"
2345,DW,079254C-1M00-DW-1845-006-08,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - 00-IS-200-06 A/B -
PLANS, SECTION & DETAIL"
2346,DW,079254C-1M00-DW-1845-006-09,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - 00-IS-200-07 A/B -
PLANS, SECTION & DETAIL"
2347,DW,079254C-1M00-DW-1845-006-10,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - 00-IS-200-08 A/B -
PLANS, SECTION & DETAIL"
2348,DW,079254C-1M00-DW-1845-006-11,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - 00-IS-200-09 A/B -
PLANS, SECTION & DETAIL"
2349,DW,079254C-1M00-DW-1845-006-12,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - 00-IS-200-10 A/B -
PLANS, SECTION & DETAIL"
2350,DW,079254C-1M00-DW-1845-006-13,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - 00-IS-200-11 -
PLANS, SECTION & DETAIL"
2351,DW,079254C-1M00-DW-1845-006-14,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - 00-IS-200-12 -
PLANS, SECTION & DETAIL"
2352,DW,079254C-1M00-DW-1845-006-15,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - 00-IS-200-13
A/B/C/D - PLANS, SECTION &
DETAIL"
2353,DW,079254C-1M00-DW-1845-006-16,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - 00-IS-200-14 -
PLANS, SECTION & DETAIL"
2354,DW,079254C-1M00-DW-1845-006-17,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - 00-IS-200-16 -
PLANS, SECTIONS & DETAILS"
2355,DW,079254C-1M00-DW-1845-006-18,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - 00-IS-200-17 A/B &
18 - PLANS, SECTIONS & DETAILS"
2356,DW,079254C-1M00-DW-1845-006-19,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - 00-IS-200-19 -
PLANS, SECTIONS & DETAILS"
2357,DW,079254C-1M00-DW-1845-006-20,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - 00-IS-200-21 -
PLANS, SECTION & DETAIL"
2358,DW,079254C-1M00-DW-1845-006-21,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - 00-IS-200-22 -
PLANS, SECTION & DETAIL"
2359,DW,079254C-1M00-DW-1845-006-22,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - 00-IS-200-23 -
PLANS, SECTION & DETAIL"
2360,DW,079254C-1M00-DW-1845-006-23,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - 00-IS-200-24 -
PLANS, SECTION & DETAIL"
2361,DW,079254C-1M00-DW-1845-006-24,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - 00-IS-200-25 A/B -
PLANS, SECTION & DETAIL"
2362,DW,079254C-1M00-DW-1845-006-25,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - 00-IS-200-26 -
PLANS, SECTION & DETAIL"
2363,DW,079254C-1M00-DW-1845-006-26,"UNIT 1M00 - ISOLATED SUPPORT
00-IS-200 - 00-IS-200-27 A/B -
PLANS, SECTION & DETAIL"
2364,MTO,079254C-1M00-MTO-1745-005,"UNIT 1M00 - REFINERY
INTERCONNECTING - MATERIAL
TAKE-OFF FOR FOUNDATION FOR
ISOLATED SUPPORT 00-IS-100"
2365,MTO,079254C-1M00-MTO-1745-005,"UNIT 1M00 - REFINERY
INTERCONNECTING - MATERIAL
TAKE-OFF FOR FOUNDATION FOR
ISOLATED SUPPORT 00-IS-100"
2366,MTO,079254C-1M00-MTO-1745-005,"UNIT 1M00 - REFINERY
INTERCONNECTING - MATERIAL
TAKE-OFF FOR FOUNDATION FOR
ISOLATED SUPPORT 00-IS-100"
2367,MTO,079254C-1M00-MTO-1745-005,"UNIT 1M00 - REFINERY
INTERCONNECTING - MATERIAL
TAKE-OFF FOR FOUNDATION FOR
ISOLATED SUPPORT 00-IS-100"
2368,MTO,079254C-1M00-MTO-1845-006,"UNIT 1M00 - REFINERY
INTERCONNECTING - MATERIAL
TAKE-OFF FOR ISOLATED SUPPORT
00-IS-200"
2369,MTO,079254C-1M00-MTO-1845-006,"UNIT 1M00 - REFINERY
INTERCONNECTING - MATERIAL
TAKE-OFF FOR ISOLATED SUPPORT
00-IS-200"
2370,NM,079254C-1M00-NM-1623-001,"ELECTRICAL CABLE SCHEDULE FOR
11 KV POWER CABLES (POWER
SUPPLY TO PEB-1G-01 / PEB-1P-
01 / PEB-2B-01)"
2371,TSI,079254C-1M00-TSI-PTJ-13-00001,TECHNICAL SITE INSTRUCTION -00-IS-100- FABRICATION ANDERECTION OF NEW PIPE SUPPORTASSEMBLIES (4 NOS.)
2372,TSI,079254C-1M00-TSI-PTJ-17-00010,"TECHNICAL SITE INSTRUCTION - CLARIFICATION OF POSTINSTALLED
ANCHORS ON ISOLATED SUPPORTS 00-IS-100- 1050/1051/1052/1053"
2373,TSI,079254C-1M00-TSI-PTJ-17-00011,TECHNICAL SITE INSTRUCTION - ADDITION FOUNDATION FOR ISOLATED SUPPORT 00-IS-100-1054
2374,TSI,079254C-1M00-TSI-PTJ-17-00012,"TECHNICAL SITE INSTRUCTION - CONCRETE FOUNDATION FOR LIGHTING POLES (1Q-SL-02/15 &
1Q-SL-02/16)"
2375,TSI,079254C-1M00-TSI-PTJ-17-00014,TECHNICAL SITE INSTRUCTION -ADDITION FOUNDATIONS FOR ISOLATED SUPPORTS (00-IS-100-1055 TO 1060)
2376,TSI,079254C-1M00-TSI-PTJ-17-00015,TECHNICAL SITE INSTRUCTION -ADDITION FOUNDATIONS FOR STEEL ISOLATED SUPPORTS (00-IS-100-1061 TO 1064)
2377,TSI,079254C-1M00-TSI-PTJ-17-00015,TECHNICAL SITE INSTRUCTION -ADDITION FOUNDATIONS FOR STEEL ISOLATED SUPPORTS (00-IS-100-1061 TO 1064)
2378,TSI,079254C-1M00-TSI-PTJ-17-00016,TECHNICAL SITE INSTRUCTION -ADDITION FOUNDATION FOR ISOLATED SUPPORT (00-IS-100-1068)
2379,TSI,079254C-1M00-TSI-PTJ-18-00001,TECHNICAL SITE INSTRUCTION-00-STR-100- FABRICATION AND ERECTION OF NEW PIPE SUPPORT ASSEMBLIES (4 NOS.)
2380,NM,079254C-1M50-NM-9001-001,"SYSTEM COMPONENT LIST - 17-
1M50-C-000-01 - STRUCTURES"
