index,Document No.,Document Title
2165,079254C-1E10-TSI-PTJ-14-00008,TSI - COORDINATES AND REFERENCE POINT OF 10-RLZ-001/002 FOUNDATIONS
2166,079254C-1E10-TSI-PTJ-17-00009,"TECHNICAL SITE INSTRUCTION -
MODIFICATION FOR PEDESTAL OF
PIPE SUPPORT 10-IS-001-112"
2167,079254C-1E10-TSI-PTJ-17-00010,TECHNICAL SITE INSTRUCTION -PROVIDE COORDINATES ANDREFERENCE POINT OF THE 10-P-001A PUMP FOUNDATION
2168,079254C-1E10-TSI-PTJ-18-00002,TECHNICAL SITE INSTRUCTION -10-STR-100 AND 10-STR-200 -ADDITION OF NEW PIPE SUPPORT COLUMNS ON EQUIPMENT STRUCTURES
2169,079254C-1E10-TSI-PTJ-25-00006,"TECHNICAL SITE INSTRUCTION - MODIFICATION IN THE ROOF RADIAL WALKWAY ""A"" SUPPORTS - 10-TK-101/201"
2170,079254C-1E10-TSI-PTJ-68-00001,"TECHNICAL SITE INSTRUCTION -
MISMATCH DISTANCE FOR BOLTING
BAR SUPPORT EVEN TRAYS - 10-T-
101/201"
2171,079254C-1E71-DW-1522-001,"INSTRUMENT POWER SUPPLY
DISTRIBUTION - LCB-1E-01"
2172,079254C-1E71-DW-1522-001,"INSTRUMENT POWER SUPPLY
DISTRIBUTION - LCB-1E-01"
2173,079254C-1E71-DW-1522-001,"INSTRUMENT POWER SUPPLY
DISTRIBUTION - LCB-1E-01"
2174,nan,LIST AND REPORTS NM
2175,nan,LIST AND REPORTS NM
2176,079254C-1G00-DW-1360-000,"SPECIAL AUXILIARY PIPING
SUPPORTS COLELCTION - UNIT
1G00"
2177,079254C-1G00-DW-1360-001,SPECIAL Support S-1G00_001
2178,079254C-1G00-DW-1622-002-01,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1G00 - UTILITIES"
2179,079254C-1G00-DW-1622-002-01,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1G00 - UTILITIES"
2180,079254C-1G00-DW-1622-002-01,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1G00 - UTILITIES"
2181,079254C-1G00-DW-1622-002-02,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1G00 - UTILITIES"
2182,079254C-1G00-DW-1622-002-02,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1G00 - UTILITIES"
2183,079254C-1G00-DW-1622-002-02,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1G00 - UTILITIES"
2184,079254C-1G00-DW-1622-002-03,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1G00 - UTILITIES"
2185,079254C-1G00-DW-1622-002-03,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1G00 - UTILITIES"
2186,079254C-1G00-DW-1622-002-03,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1G00 - UTILITIES"
2187,079254C-1G00-DW-1622-002-04,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1G00 - UTILITIES"
2188,079254C-1G00-DW-1622-002-04,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1G00 - UTILITIES"
2189,079254C-1G00-DW-1622-002-04,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1G00 - UTILITIES"
2190,nan,LIST AND REPORTS NM
2191,nan,SYSTEM COMPONENT LIST  9001
2192,079254C-1G00-NM-9001-001,"SYSTEM COMPONENT LIST - 09-
1G00-C-000-01 - STRUCTURES"
2193,079254C-1G00-NM-9001-002,"SYSTEM COMPONENT LIST - 09-
1G00-C-000-02 - PIPERACK"
2194,079254C-1G00-NM-9001-003,"SYSTEM COMPONENT LIST - 09-
1G00-C-000-03 - PAVING, ROADS
AND TRENCHES"
2195,079254C-1G00-NM-9001-004,"SYSTEM COMPONENT LIST - 09-
1G00-E-000-01 - LIGHTING AND
SMALL POWER"
2196,079254C-1G00-NM-9001-005,"SYSTEM COMPONENT LIST - 09-
1G00-E-000-02 - EARTHING AND
LIGHTNING"
2197,079254C-1G00-NM-9001-007,"SYSTEM COMPONENT LIST - 09-
1G00-E-000-12 - STREET
LIGHTING"
2198,079254C-1G00-NM-9001-008,"SYSTEM COMPONENT LIST - 09-
1G00-J-000-01 - MULTICORE
CABLES, JUNCTION BOXES AND
CABLE TRAYS"
2199,079254C-1G00-NM-9001-009,"SYSTEM COMPONENT LIST - 09-
1G00-J-000-02 - TELEPHONE
SYSTEM"
2200,079254C-1G00-NM-9001-010,"SYSTEM COMPONENT LIST - 09-
1G00-J-000-03 - PAGA AND
INTERCOM SYSTEM"
2201,079254C-1G00-NM-9001-011,"SYSTEM COMPONENT LIST - 09-
1G00-J-000-05 - FIRE AND GAS
DETECTION"
2202,079254C-1G00-NM-9001-012,"SYSTEM COMPONENT LIST - 09-
1G00-X-000-01 - OILY WATER
SEWER"
2203,079254C-1G00-NM-9001-013,"SYSTEM COMPONENT LIST - 09-
1G00-G-000-01 - BRIDGE CRANE"
2204,079254C-1G00-NM-9001-014,"SYSTEM COMPONENT LIST - 08-
1G00-U-000-01 - INSTRUMENT AIR
DISTRIBUTION"
2205,079254C-1G00-NM-9001-015,"SYSTEM COMPONENT LIST - 08-
1G00-U-000-02 - PLANT AIR
DISTRIBUTION"
2206,079254C-1G00-NM-9001-016,"SYSTEM COMPONENT LIST - 08-
1G00-U-000-07 - COOLING WATER"
2207,079254C-1G00-NM-9001-017,"SYSTEM COMPONENT LIST - 19-
1G00-U-000-15 - NATURAL GAS"
2208,079254C-1G00-NM-9001-018,"SYSTEM COMPONENT LIST - 19-
1G00-U-000-16 - FUEL GAS"
2209,079254C-1G00-NM-9001-019,"SYSTEM COMPONENT LIST - 19-
1G00-U-000-03 - NITROGEN"
2210,079254C-1G00-NM-9001-020,"SYSTEM COMPONENT LIST - 09-
1G00-U-000-04 - SERVICE WATER"
2211,079254C-1G00-NM-9001-021,"SYSTEM COMPONENT LIST - 09-
1G00-U-000-05 - POTABLE WATER"
2212,079254C-1G00-NM-9001-022,"SYSTEM COMPONENT LIST - 09-
1G00-U-000-09 - HP STEAM"
2213,079254C-1G00-NM-9001-023,"SYSTEM COMPONENT LIST - 09-
1G00-U-000-10 - MP STEAM"
2214,079254C-1G00-NM-9001-024,"SYSTEM COMPONENT LIST - 09-
1G00-U-000-11 - LP STEAM"
2215,079254C-1G00-NM-9001-025,"SYSTEM COMPONENT LIST - 09-
1G00-U-000-12 - HP CONDENSATE"
2216,079254C-1G00-NM-9001-026,"SYSTEM COMPONENT LIST - 09-
1G00-U-000-13 - MP CONDENSATE"
2217,079254C-1G00-NM-9001-027,"SYSTEM COMPONENT LIST - 09-
1G00-U-000-14 - LP CONDENSATE"
2218,079254C-1G00-NM-9001-028,"SYSTEM COMPONENT LIST - 09-
1G00-U-000-19 - TREATED WATER"
2219,079254C-1G00-NM-9001-029,"SYSTEM COMPONENT LIST - 09-
1G00-U-000-50 - LPS STEAM
TRACING"
2220,079254C-1G00-NM-9001-030,"SYSTEM COMPONENT LIST - 09-
1G00-U-000-50 - LPS STEAM
TRACING"
2221,079254C-1G00-NM-9001-031,"SYSTEM COMPONENT LIST - 09-
1G00-P-000-01 - BOILER FEED
WATER"
2222,079254C-1G00-PID-0031-610-01,"PIPING & INSTRUMENT DIAGRAM
COMMON - POTABLE WATER
DISTRIBUTION UTILITY AREA G00
UNITS (36/37/41/43/44/45)"
2223,079254C-1G00-PID-0031-610-01,"PIPING & INSTRUMENT DIAGRAM
COMMON - POTABLE WATER
DISTRIBUTION UTILITY AREA G00
UNITS (36/37/41/43/44/45)"
2224,079254C-1G00-PID-0031-610-01,"PIPING & INSTRUMENT DIAGRAM
COMMON - POTABLE WATER
DISTRIBUTION UTILITY AREA G00
UNITS (36/37/41/43/44/45)"
2225,079254C-1G00-PID-0031-610-01,"PIPING & INSTRUMENT DIAGRAM
COMMON - POTABLE WATER
DISTRIBUTION UTILITY AREA G00
UNITS (36/37/41/43/44/45)"
2226,079254C-1G00-PID-0031-616-01,"PIPING & INSTRUMENT DIAGRAM
POTABLE WARER DISTRIBUTION
UTILITY AREA G00 UNITS
(30/32/35/43)"
2227,079254C-1G00-PID-0031-691-01,"PIPING & INSTRUMENT DIAGRAMS
COMMON - CONDENSATE POTS
DETAIL"
2228,079254C-1G00-PID-0031-691-01,"PIPING & INSTRUMENT DIAGRAMS
COMMON - CONDENSATE POTS
DETAIL"
2229,079254C-1G00-PID-0031-691-01,"PIPING & INSTRUMENT DIAGRAMS
COMMON - CONDENSATE POTS
DETAIL"
2230,079254C-1G00-TSI-PTJ-13-00004,"TECHNICAL SITE INSTRUCTION -
CLASH BETWEEN PLATE SUPPORT
AND PLATE NOZZLE"
2231,079254C-1G00-TSI-PTJ-13-00006,TECHNICAL SITE INSTRUCTION - ADD NEW SUPPORTS IN THE LINES INVOLVED
2232,079254C-1G00-TSI-PTJ-13-00009,TECHNICAL SITE INSTRUCTION - REVISED SUPPORT FOR CONDITION SITE
2233,079254C-1G00-TSI-PTJ-13-00010,TECHNICAL SITE INSTRUCTION - REVISION FOR NEW SUPPORT
2234,079254C-1G00-TSI-PTJ-13-00011,TECHNICAL SITE INSTRUCTION - REVISION FOR NEW SUPPORT
2235,079254C-1G00-TSI-PTJ-13-00012,TECHNICAL SITE INSTRUCTION - REVISION FOR NEW SUPPORT
2236,079254C-1G00-TSI-PTJ-13-00013,TECHNICAL SITE INSTRUCTION - REVISION FOR NEW SUPPORT
2237,079254C-1G00-TSI-PTJ-14-00004,"TSI - UPDATED AREA DRAWING AND
PAVING DRAWING TO INCLUDE
BLOCK OUT LOCATED AT POST
INSTALLED PLTES OF (43-PLT-
101&102)"
2238,079254C-1G00-TSI-PTJ-14-00005,TSI - UPDATE FWA ISO'S TO INCORPORATE THE MISSING PIPING COMPONENTS
2239,079254C-1G00-TSI-PTJ-17-00003,TECHNICAL SITE INSTRUCTION -PIPE SUPPORT FOUNDATION
2240,079254C-1G00-TSI-PTJ-17-00003,TECHNICAL SITE INSTRUCTION -ASSIGNATION OF ISOLATEDSUPPORTS TAGS ON PIPE SUPPORTS41-IS-358 AND 41-IS-359
2241,079254C-1G00-TSI-PTJ-17-00004,TECHNICAL SITE INSTRUCTION -ADDITION FOUNDATION FOR ISOLATED SUPPORT (37-IS-145)
2242,079254C-1G36-DW-1745-001-01,"UNIT 1G36 - FOUNDATION FOR
MISCELLANEOUS SUPPORTS 36-IS-
001-BATCH 1 - PLAN & SECTIONS"
2243,079254C-1G36-DW-1745-001-01,"UNIT 1G36 - FOUNDATION FOR
MISCELLANEOUS SUPPORTS 36-IS-
001-BATCH 1 - PLAN & SECTIONS"
2244,079254C-1G36-DW-1845-001-01,"UNIT 1G36 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 36-
IS-001 - BATCH 1"
2245,nan,LIST AND REPORTS NM
2246,nan,SYSTEM COMPONENT LIST  9001
2247,079254C-1G36-NM-9001-001,"SYSTEM COMPONENT LIST - 09-
1G36-P-000-01 - CONDENSATE
RECOVERY AND COOLING"
2248,079254C-1G36-MTO-1745-001,"MATERIAL TAKE-OFF FOR
FOUNDATION FOR MISCELLANEOUS
SUPPORTS 36-IS-001"
2249,079254C-1G36-MTO-1745-001,"MATERIAL TAKE-OFF FOR
FOUNDATION FOR MISCELLANEOUS
SUPPORTS 36-IS-001"
2250,079254C-1G37-DW-1360-003,SPECIAL SUPPORT S-1G37 _003 
2251,079254C-1G37-DW-1360-003,SPECIAL SUPPORT S-1G37 _003 
2252,079254C-1G37-DW-1360-004,SPECIAL SUPPORT S-1G37 _004
2253,079254C-1G37-DW-1745-001-01,"UNIT 1G37 - FOUNDATION FOR
MISCELLANEOUS SUPPORTS 37-IS-
001 - BATCH 1"
2254,079254C-1G37-DW-1745-001-01,"UNIT 1G37 - FOUNDATION FOR
MISCELLANEOUS SUPPORTS 37-IS-
001 - BATCH 1"
2255,079254C-1G37-DW-1745-002-01,"UNIT 1G37 - FOUNDATION FOR
MISCELLANEOUS SUPPORTS 37-IS-
001-BATCH 2"
2256,079254C-1G37-DW-1745-002-01,"UNIT 1G37 - FOUNDATION FOR
MISCELLANEOUS SUPPORTS 37-IS-
001-BATCH 2"
2257,079254C-1G37-DW-1745-006-01,"UNIT 1G37 - FOUNDATION
FOR MISCELLANEOUS SUPPORTS 37-
IS-001 - BATCH 3"
2258,079254C-1G37-DW-1745-006-01,"UNIT 1G37 - FOUNDATION
FOR MISCELLANEOUS SUPPORTS 37-
IS-001 - BATCH 3"
2259,079254C-1G37-DW-1745-006-01,"UNIT 1G37 - FOUNDATION
FOR MISCELLANEOUS SUPPORTS 37-
IS-001 - BATCH 3"
2260,079254C-1G37-DW-1845-001-01,"UNIT 1G37 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 37-
IS-001 - BATCH 1"
2261,079254C-1G37-DW-1845-002-01,"UNIT 1G37 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 37-
IS-001 - BATCH 2"
2262,079254C-1G37-DW-1845-006-01,"UNIT 1G37 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 37-
IS-001 - BATCH 3"
2263,nan,LIST AND REPORTS NM
2264,nan,SYSTEM COMPONENT LIST 9001
2265,079254C-1G37-NM-9001-001,"SYSTEM COMPONENT LIST - 09-
1G37-F-000-02 - DELUGE SYSTEMS"
2266,079254C-1G37-NM-9001-002,"SYSTEM COMPONENT LIST - 09-
1G37-P-000-01 - BOILER A AND
BLOWDOWN"
2267,079254C-1G37-NM-9001-003,"SYSTEM COMPONENT LIST - 09-
1G37-P-000-02 - BOILER B"
2268,079254C-1G37-NM-9001-004,"SYSTEM COMPONENT LIST - 09-
1G37-P-000-03 - BOILER C"
2269,079254C-1G37-NM-9001-005,"SYSTEM COMPONENT LIST - 09-
1G37-P-000-04 - CHEMICALS"
2270,079254C-1G37-NM-9001-006,"SYSTEM COMPONENT LIST - 09-
1G37-P-000-05 - BOILER A -
LUBE OIL"
2271,079254C-1G37-NM-9001-007,"SYSTEM COMPONENT LIST - 09-
1G37-P-000-06 - BOILER B -
LUBE OIL"
2272,079254C-1G37-NM-9001-008,"SYSTEM COMPONENT LIST - 09-
1G37-P-000-07 - BOILER C -
LUBE OIL"
2273,079254C-1G37-TSI-PTJ-13-00001,TECHNICAL SITE INSTRUCTION FOR SPOOL LENGHT MODIFICATION
2274,079254C-1G37-TSI-PTJ-13-00004,"TECHNICAL SITE INSTRUCTION -
SUPPORT REVISION ""SPâ€¢-013_GUIDE
AND SPâ€¢-014_GUIDE"""
2275,079254C-1G37-TSI-PTJ-13-00005,"TECHNICAL SITE INSTRUCTION -
ADD PIPING SUPPORT"
2276,079254C-1G37-TSI-PTJ-13-00006,"TECHNICAL SITE INSTRUCTION -
REMOVE SUPPORT SP 102 33_V AND
INSERT SPECIAL SUPPORT Sâ€¢-1G37â€¢-
003"
2277,079254C-1G37-TSI-PTJ-13-00006,"TECHNICAL SITE INSTRUCTION -
REMOVE SUPPORT SP 102 33_V AND
INSERT SPECIAL SUPPORT Sâ€¢-1G37â€¢-
003"
2278,079254C-1G37-TSI-PTJ-13-00007,"TECHNICAL SITE INSTRUCTION -
NEW SUPPORTS FOR LINE 1""-
ATMâ€¢]1G37005002 AND LINE 1""â€¢-
ATM-1G37005027"
2279,079254C-1G37-TSI-PTJ-13-00012,"TSI - MODIFY SUPPORTS FOR LINE 4""-HPS-1G37007301 DUE TO BENDING AFTER WELDING"
2280,079254C-1G37-TSI-PTJ-13-00013,"TSI - NEW FIXED POINT FOR LINE 18""â€¢-MPSâ€¢-1G37010015"
2281,079254C-1G37-TSI-PTJ-13-00014,TSI - UPDATE THE SUPPORT FOR CONDITION SITE
2282,079254C-1G37-TSI-PTJ-13-00016,TECHNICAL SITE INSTRUCTION -ADDITIONAL SUPPORT FOR SITE CONDITION
2283,079254C-1G37-TSI-PTJ-17-00008,"TECHNICAL SITE INSTRUCTIONRELOCATING NOS. 2 ANCHOR BOLT'S POCKETS AND MODIFY SIZE
OF FD FAN FOUNDATION."
2284,079254C-1G37-PID-0031-691-01,"PIPING & INSTRUMENT DIAGRAM -
BFW & STEAM GENERATION UNIT
(SGU) - CONDENSATE POT DETAIL"
2285,079254C-1G37-PID-0031-691-01,"PIPING & INSTRUMENT DIAGRAM -
BFW & STEAM GENERATION UNIT
(SGU) - CONDENSATE POT DETAIL"
2286,079254C-1G37-PID-0031-691-01,"PIPING & INSTRUMENT DIAGRAM -
BFW & STEAM GENERATION UNIT
(SGU) - CONDENSATE POT DETAIL"
2287,079254C-1G38-DW-1360-000,"PIPING SPECIAL SUPPORTS
COLLECTION - UNIT 1G38"
2288,079254C-1G38-TSI-PTJ-13-00002,TECHNICAL SITE INSTRUCTION - UPDATE LOCATION FOR SUPPORT
2289,079254C-1G38-TSI-PTJ-13-00003,TECHNICAL SITE INSTRUCTION - UPDATE ROUTING AND SUPPORTS TO PREVENT CONFLICTS
2290,nan,LIST AND REPORTS NM
2291,nan,  SYSTEM COMPONENT LIST   9001
2292,079254C-1G38-NM-9001-001," SYSTEM COMPONENT LIST - 09-
1G38-P-000-01 - CONDENSATE
COLLECTION WEST SIDE"
2293,079254C-1G38-NM-9001-002," SYSTEM COMPONENT LIST - 09-
1G38-P-000-02 - CONDENSATE
COLLECTION EAST SIDE"
2294,079254C-1G38-NM-9001-003,"SYSTEM COMPONENT LIST - 09-
1G38-J-000-01 - MULTICORE
CABLES, JUNCTION BOXES AND
CABLE TRAYS"
2295,079254C-1G38-NM-9001-004,"SYSTEM COMPONENT LIST - 09-
1G38-E-000-02 - EARTHING AND
LIGHTNING"
2296,079254C-1G41-DW-1360-001-1,SPECIAL SUPPORT S-1G41_001
2297,079254C-1G41-DW-1360-002-1,SPECIAL SUPPORT S-1G41_002
2298,079254C-1G41-DW-1360-003-1,SPECIAL SUPPORT S-1G41_003
2299,079254C-1G41-DW-1745-004-01,"UNIT 1G41 - FOUNDATION FOR
MISCELLANEOUS SUPPORTS 41-IS-
001-BATCH 2 PLAN & SECTIONS"
2300,079254C-1G41-DW-1745-004-01,"UNIT 1G41 - FOUNDATION FOR
MISCELLANEOUS SUPPORTS 41-IS-
001-BATCH 2 PLAN & SECTIONS"
2301,079254C-1G41-DW-1745-004-01,"UNIT 1G41 - FOUNDATION FOR
MISCELLANEOUS SUPPORTS 41-IS-
001-BATCH 2 PLAN & SECTIONS"
2302,079254C-1G41-DW-1745-004-02,"UNIT 1G41 - FOUNDATION FOR
MISCELLANEOUS SUPPORTS 41-IS-
001-BATCH 2 PLAN & SECTIONS"
2303,079254C-1G41-DW-1745-004-02,"UNIT 1G41 - FOUNDATION FOR
MISCELLANEOUS SUPPORTS 41-IS-
001-BATCH 2 PLAN & SECTIONS"
2304,079254C-1G41-DW-1845-003-01,"UNIT 1G41 - STEEL STRUCTURES
FOR MISCELLANEOUS SUPPORTS 41-
IS-001 - BATCH 1"
2305,079254C-1G41-DW-1845-004-01,"UNIT 1G41 - STEEL STRUCTURES
FOR MISCELLANEOUS SUPPORTS 41-
IS-001 - BATCH 2"
2306,nan,LIST AND REPORTS NM
2307,079254C-1G41-NM-9001-001,"SYSTEM COMPONENT LIST - 08-
1G41-P-000-01 - INSTRUMENT AIR
- MOTOR DRIVEN COMPRESSOR"
2308,079254C-1G41-NM-9001-002,"SYSTEM COMPONENT LIST - 08-
1G41-P-000-02 - INSTRUMENT AIR
- TURBINE DRIVEN COMPRESSORS"
2309,079254C-1G41-NM-9001-003,"SYSTEM COMPONENT LIST - 08-
1G41-P-000-03 - INSTRUMENT AIR
- TURBINE DRIVEN COMPRESSOR B"
2310,079254C-1G41-NM-9001-004,"SYSTEM COMPONENT LIST - 08-
1G41-P-000-04 - MOTOR DRIVEN
COMPRESSOR - LUBE OIL"
2311,079254C-1G41-NM-9001-005,"SYSTEM COMPONENT LIST - 08-
1G41-P-000-05 - TURBINE DRIVEN
COMPRESSOR A - LUBE OIL"
2312,079254C-1G41-NM-9001-006,"SYSTEM COMPONENT LIST - 08-
1G41-P-000-06 - TURBINE DRIVEN
COMPRESSOR B - LUBE OIL"
2313,079254C-1G41-NM-9001-007,"SYSTEM COMPONENT LIST - 08-
1G41-P-000-07 - BACK-UP AIR
COMPRESSOR - LUBE OIL"
2314,079254C-1G41-MTO-1745-004,"MATERIAL TAKE-OFF FOR
FOUNDATION FOR MISCELLANEOUS
SUPPORTS 41-IS-001"
2315,079254C-1G41-MTO-1745-004,"MATERIAL TAKE-OFF FOR
FOUNDATION FOR MISCELLANEOUS
SUPPORTS 41-IS-001"
2316,079254C-1G41-PID-0031-691-01,PIPING & INSTRUMENT DIAGRAM -INSTRUMENT AND PLANT AIR (IPAU) - CONDENSATE POT DETAILS
2317,079254C-1G41-PID-0031-691-01,PIPING & INSTRUMENT DIAGRAM -INSTRUMENT AND PLANT AIR (IPAU) - CONDENSATE POT DETAILS
2318,079254C-1G41-PID-0031-691-01,PIPING & INSTRUMENT DIAGRAM -INSTRUMENT AND PLANT AIR (IPAU) - CONDENSATE POT DETAILS
2319,079254C-1G41-TSI-PTJ-13-00003,TECHNICAL SITE INSTRUCTION - SUPPORTS FOR LINES PSV ON TOP 41â€¢-Vâ€¢-001 / 41-Vâ€¢-002 / 41â€¢-Vâ€¢-003
2320,079254C-1G41-TSI-PTJ-13-00004,TECHNICAL SITE INSTRUCTION - INSERT SUPPORT FOR PSV 0303 ON TOP 41â€¢-V-001
2321,079254C-1G41-TSI-PTJ-13-00005,TECHNICAL SITE INSTRUCTION - REMOVABLE SUPPORT FOR 41-Kâ€¢-001A / B / C
2322,079254C-1G41-TSI-PTJ-13-00007,TECHNICAL SITE INSTRUCTION - ADDITION OF SUPPORTS
2323,079254C-1G41-TSI-PTJ-17-00004,"TECHNICAL SITE INSTRUCTION -
ISOLATED SUPPORT 41-IS-114
CORRECTION OF MISMATCH IN
DIMENSIONS AND ELEVATIONS
SHOWN IN FOR"
2324,079254C-1G43-DW-1745-001-01,"UNIT 1G43 - FOUNDATION FOR
MISCELLANEOUS SUPPORTS 43-IS-
001-BATCH 1 - PLAN & SECTIONS"
2325,079254C-1G43-DW-1745-001-01,"UNIT 1G43 - FOUNDATION FOR
MISCELLANEOUS SUPPORTS 43-IS-
001-BATCH 1 - PLAN & SECTIONS"
2326,079254C-1G43-DW-1845-001-01,"UNIT 1G43 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 43-
IS-001 - BATCH 1"
2327,nan,LIST AND REPORTS NM
2328,nan,SYSTEM COMPONENT LIST 9001
2329,079254C-1G43-NM-9001-001,"SYSTEM COMPONENT LIST - 09-
1G43-U-000-41 - 50% CAUSTIC
SODA STORAGE AND DISTRIBUTION"
2330,079254C-1G43-NM-9001-002,"SYSTEM COMPONENT LIST - 09-
1G43-U-000-22 - 10% CAUSTIC
SODA STORAGE AND DISTRIBUTION"
2331,079254C-1G43-MTO-1745-001,"MATERIAL TAKE-OFF FOR
FOUNDATION FOR MISCELLANEOUS
SUPPORTS 43-IS-001"
2332,079254C-1G43-MTO-1745-001,"MATERIAL TAKE-OFF FOR
FOUNDATION FOR MISCELLANEOUS
SUPPORTS 43-IS-001"
2333,079254C-1M00-MTO-1745-006,"UNIT 1M00 - REFINERY
INTERCONNECTING - MATERIAL
TAKE-OFF FOR FOUNDATION FOR
ISOLATED SUPPORT 00-IS-200"
2334,079254C-1M00-MTO-1745-006,"UNIT 1M00 - REFINERY
INTERCONNECTING - MATERIAL
TAKE-OFF FOR FOUNDATION FOR
ISOLATED SUPPORT 00-IS-200"
2335,079254C-1G43-TSI-PTJ-13-00002,TECHNICAL SITE INSTRUCTION - REVISED SUPPORT FOR SITE CONDITION
2336,079254C-1G43-TSI-PTJ-17-00002,"TECHNICAL SITE INSTRUCTION -
ADDING PEDESTAL FOR PIPING
SUPPORT IN FOUNDATION TYPE 2
OF 43-PR-200"
2337,nan,LIST AND REPORTS NM
2338,079254C-1G45-DW-1745-001-01,"UNIT 1G45 - FOUNDATION FOR
MISCELLANEOUS SUPPORTS 45-IS-
001-BATCH 1 PLAN & SECTIONS"
2339,079254C-1G45-DW-1745-001-01,"UNIT 1G45 - FOUNDATION FOR
MISCELLANEOUS SUPPORTS 45-IS-
001-BATCH 1 PLAN & SECTIONS"
2340,079254C-1G45-DW-1845-001-01,"UNIT 1G45 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 45-
IS-001 - BATCH 1"
2341,079254C-1G45-DW-1845-001-01,"UNIT 1G45 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 45-
IS-001 - BATCH 1"
2342,nan,LIST AND REPORTS NM
2343,079254C-1G45-MTO-1745-001,"MATERIAL TAKE-OFF FOR
FOUNDATION FOR MISCELLANEOUS
SUPPORTS 45-IS-001"
2344,079254C-1G45-MTO-1745-001,"MATERIAL TAKE-OFF FOR
FOUNDATION FOR MISCELLANEOUS
SUPPORTS 45-IS-001"
2345,079254C-1G45-TSI-PTJ-13-00002,TECHNICAL SITE INSTRUCTION - MODIFICATION POSITION AND TYPE SUPPORT
2346,079254C-1G45-TSI-PTJ-13-00003,"TECHNICAL SITE INSTRUCTION -
INSERT SPECIAL SUPPORT ""S-
1G45-001"" AND STD. SUPPORT
SB01 ON LINE 16""-NTG-
1G45002004"
2347,079254C-1G45-TSI-PTJ-18-00001,"TECHNICAL SITE INSTRUCTION -
45-IS-001 - SITE MODIFICATION
OF 6 NOS. ISOLATED SUPPORTS
(IS)"
2348,079254C-1G71-DW-1522-003,INSTRUMENT POWER SUPPLY DISTRIBUTION - LCB-1G-01
2349,079254C-1G71-DW-1522-003,INSTRUMENT POWER SUPPLY DISTRIBUTION - LCB-1G-01
2350,nan,LIST AND REPORTS NM
2351,nan,LIST AND REPORTS NM
2352,nan,SYSTEM COMPONENT LIST 9002
2353,079254C-1G71-NM-9002-002,"SYSTEM COMPONENT LIST - 01-
1G71-I-LCB-01 - DCS SYSTEM"
2354,079254C-1G71-NM-9002-003,"SYSTEM COMPONENT LIST - 01-
1G71-I-LCB-02 - ESD SYSTEM"
2355,079254C-1G71-NM-9002-004,"SYSTEM COMPONENT LIST - 01-
1G71-I-LCB-03 - FIRE AND GAS
SYSTEM"
2356,079254C-1G71-NM-9002-005,"SYSTEM COMPONENT LIST - 01-
1G71-I-LCB-04 - MACHINE
MONITORING SYSTEM (MMS)"
2357,079254C-1G71-NM-9002-006,"SYSTEM COMPONENT LIST - 01-
1G71-I-LCB-06 - TELECOM SYSTEM"
2358,nan,LIST AND REPORTS NM
2359,nan,LIST AND REPORTS NM
2360,079254C-1M00-DW-1360-000,"PIPING SPECIAL SUPPORTS
COLLECTION - UNIT 1M00"
2361,079254C-1M00-DW-1622-002-01,"MAIN CABLE ROUTING AND POWER
SYSTEM - INSTALLATION LAYOUT
AREA 1M00"
2362,079254C-1M00-DW-1622-002-01,"MAIN CABLE ROUTING AND POWER
SYSTEM - INSTALLATION LAYOUT
AREA 1M00"
2363,079254C-1M00-DW-1622-002-02,"MAIN CABLE ROUTING AND POWER
SYSTEM - INSTALLATION LAYOUT
AREA 1M00"
2364,079254C-1M00-DW-1622-002-02,"MAIN CABLE ROUTING AND POWER
SYSTEM - INSTALLATION LAYOUT
AREA 1M00"
2365,079254C-1M00-DW-1622-002-03,"MAIN CABLE ROUTING AND POWER
SYSTEM - INSTALLATION LAYOUT
AREA 1M00"
2366,079254C-1M00-DW-1622-002-03,"MAIN CABLE ROUTING AND POWER
SYSTEM - INSTALLATION LAYOUT
AREA 1M00"
2367,079254C-1M00-DW-1622-002-03,"MAIN CABLE ROUTING AND POWER
SYSTEM - INSTALLATION LAYOUT
AREA 1M00"
2368,079254C-1M00-DW-1622-002-04,"MAIN CABLE ROUTING AND POWER
SYSTEM - INSTALLATION LAYOUT
AREA 1M00"
